id,requested_url,checked_at_utc,status,final_url,title_values,h1_values,meta_description_values,canonical_values,meta_robots,x_robots_tag,fetch_error
PG-118,https://pianogrid.com/chords/b-madd9,2026-09-24T23:54:28.946526+00:00,200,https://pianogrid.com/chords/b-madd9,"[""Bm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""Bm(add9) Piano Chord""]","[""Find Bm(add9) notes (B, D, F♯, C♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/b-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-119,https://pianogrid.com/chords/c-madd9,2026-09-24T23:54:30.220082+00:00,200,https://pianogrid.com/chords/c-madd9,"[""Cm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""Cm(add9) Piano Chord""]","[""Find Cm(add9) notes (C, E♭, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/c-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-120,https://pianogrid.com/chords/d-flat-sus4,2026-09-24T23:54:30.464657+00:00,200,https://pianogrid.com/chords/d-flat-sus4,"[""D♭sus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid""]","[""D♭sus4 Chord""]","[""Learn the D♭sus4 chord on piano: D♭, G♭ and A♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.""]","[""https://pianogrid.com/chords/d-flat-sus4""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-121,https://pianogrid.com/chords/f-sharp-add9,2026-09-24T23:54:31.383638+00:00,200,https://pianogrid.com/chords/f-sharp-add9,"[""F♯add9 Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""F♯add9 Piano Chord""]","[""Find F♯add9 notes (F♯, A♯, C♯, G♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/f-sharp-add9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-122,https://pianogrid.com/chords/f-sharp-madd9,2026-09-24T23:54:32.122425+00:00,200,https://pianogrid.com/chords/f-sharp-madd9,"[""F♯m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""F♯m(add9) Piano Chord""]","[""Find F♯m(add9) notes (F♯, A, C♯, G♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/f-sharp-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-123,https://pianogrid.com/chords/f-sharp-sus2,2026-09-24T23:54:32.664650+00:00,200,https://pianogrid.com/chords/f-sharp-sus2,"[""F♯sus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid""]","[""F♯sus2 Chord""]","[""Learn the F♯sus2 chord on piano: F♯, G♯ and C♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.""]","[""https://pianogrid.com/chords/f-sharp-sus2""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-124,https://pianogrid.com/chords/a-flat-madd9,2026-09-24T23:54:33.606613+00:00,200,https://pianogrid.com/chords/a-flat-madd9,"[""A♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""A♭m(add9) Piano Chord""]","[""Find A♭m(add9) notes (A♭, C♭, E♭, B♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/a-flat-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-125,https://pianogrid.com/chords/add,2026-09-24T23:54:34.199194+00:00,200,https://pianogrid.com/chords/add,"[""Add9 Chords: Major & Minor Piano Notes & Voicings | PianoGrid""]","[""Add9 Chords""]","[""Browse 24 major and minor add9 piano chords. Compare notes and two keyboard layouts, practise chord tones, and open printable reference pages.""]","[""https://pianogrid.com/chords/add""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-126,https://pianogrid.com/chords/altered,2026-09-24T23:54:35.189961+00:00,200,https://pianogrid.com/chords/altered,"[""Altered Dominant Chords: Piano Notes, Formulas & Voicings | PianoGrid""]","[""Altered Dominant Chords""]","[""Compare explicit altered dominant chords on piano. Read changed degrees, hear written-note voicings, check omissions and practise a selected example.""]","[""https://pianogrid.com/chords/altered""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-127,https://pianogrid.com/chords/augmented,2026-09-24T23:54:36.113650+00:00,200,https://pianogrid.com/chords/augmented,"[""Augmented Chords: Piano Notes, Formula & Inversions | PianoGrid""]","[""Augmented Chords""]","[""Browse augmented piano triads by root. See notes, the 1–3–♯5 formula, keyboard diagrams and detailed inversion pages.""]","[""https://pianogrid.com/chords/augmented""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-128,https://pianogrid.com/chords/b-diminished,2026-09-24T23:54:36.907649+00:00,200,https://pianogrid.com/chords/b-diminished,"[""B Diminished Piano Chord (Bdim): Notes & Inversions | PianoGrid""]","[""B Diminished Piano Chord""]","[""Find the B diminished chord on piano: B, D, F. See three keyboard positions, sound and a printable reference.""]","[""https://pianogrid.com/chords/b-diminished""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-129,https://pianogrid.com/chords/b-flat-madd9,2026-09-24T23:54:37.567360+00:00,200,https://pianogrid.com/chords/b-flat-madd9,"[""B♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""B♭m(add9) Piano Chord""]","[""Find B♭m(add9) notes (B♭, D♭, F, C), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/b-flat-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-130,https://pianogrid.com/chords/c-add9,2026-09-24T23:54:38.516066+00:00,200,https://pianogrid.com/chords/c-add9,"[""Cadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""Cadd9 Piano Chord""]","[""Find Cadd9 notes (C, E, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/c-add9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-131,https://pianogrid.com/chords/d-flat-add9,2026-09-24T23:54:39.124324+00:00,200,https://pianogrid.com/chords/d-flat-add9,"[""D♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""D♭add9 Piano Chord""]","[""Find D♭add9 notes (D♭, F, A♭, E♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/d-flat-add9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-132,https://pianogrid.com/chords/d-flat-m7-flat5,2026-09-24T23:54:39.879669+00:00,200,https://pianogrid.com/chords/d-flat-m7-flat5,"[""D♭ Half-Diminished Seventh Piano Chord (D♭m7♭5): Notes & Inversions""]","[""D♭ Half-Diminished Seventh Piano Chord""]","[""Find the d♭ half-diminished seventh chord on piano: D♭, F♭, A𝄫, C♭. See four positions, keyboard notes, sound and a printable reference.""]","[""https://pianogrid.com/chords/d-flat-m7-flat5""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-133,https://pianogrid.com/chords/d-flat-madd9,2026-09-24T23:54:40.369583+00:00,200,https://pianogrid.com/chords/d-flat-madd9,"[""D♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""D♭m(add9) Piano Chord""]","[""Find D♭m(add9) notes (D♭, F♭, A♭, E♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/d-flat-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-134,https://pianogrid.com/chords/d-flat-sus2,2026-09-24T23:54:41.405207+00:00,200,https://pianogrid.com/chords/d-flat-sus2,"[""D♭sus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid""]","[""D♭sus2 Chord""]","[""Learn the D♭sus2 chord on piano: D♭, E♭ and A♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.""]","[""https://pianogrid.com/chords/d-flat-sus2""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-135,https://pianogrid.com/chords/e-flat-madd9,2026-09-24T23:54:41.977280+00:00,200,https://pianogrid.com/chords/e-flat-madd9,"[""E♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid""]","[""E♭m(add9) Piano Chord""]","[""Find E♭m(add9) notes (E♭, G♭, B♭, F), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.""]","[""https://pianogrid.com/chords/e-flat-madd9""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-136,https://pianogrid.com/chords/extended,2026-09-24T23:54:42.678555+00:00,200,https://pianogrid.com/chords/extended,"[""Extended Chords: 9th, 11th & 13th Piano Chords | PianoGrid""]","[""Extended Chords""]","[""Explore ninth, eleventh and thirteenth piano chords. Compare full formulas with explicit voicing examples, hear the notes and practise a selected layout.""]","[""https://pianogrid.com/chords/extended""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-137,https://pianogrid.com/chords/suspended,2026-09-24T23:54:43.508177+00:00,200,https://pianogrid.com/chords/suspended,"[""Suspended Chords: Sus2 & Sus4 Piano Notes & Inversions | PianoGrid""]","[""Suspended Chords""]","[""Browse sus2 and sus4 piano chords by root. Compare 1–2–5 with 1–4–5, see keyboard diagrams and detailed inversion pages.""]","[""https://pianogrid.com/chords/suspended""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-138,https://pianogrid.com/sheet-music/ode-to-joy,2026-09-24T23:54:44.276757+00:00,200,https://pianogrid.com/sheet-music/ode-to-joy,"[""Ode to Joy Piano Sheet Music: Edition & Access | PianoGrid""]","[""Ode to Joy Piano Sheet Music""]","[""Check the Early Elementary Ode to Joy edition from Hoffman Academy. See access conditions and version details before choosing materials for practice.""]","[""https://pianogrid.com/sheet-music/ode-to-joy""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-139,https://pianogrid.com/sheet-music/twinkle-twinkle-little-star,2026-09-24T23:54:45.159651+00:00,200,https://pianogrid.com/sheet-music/twinkle-twinkle-little-star,"[""Twinkle, Twinkle Piano Sheet Music: Edition & Plan | PianoGrid""]","[""Twinkle, Twinkle, Little Star Piano Sheet Music""]","[""Check the Early Elementary Twinkle, Twinkle, Little Star edition from Hoffman Academy, its external access requirements and a focused 10-minute practice plan.""]","[""https://pianogrid.com/sheet-music/twinkle-twinkle-little-star""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-140,https://pianogrid.com/tools,2026-09-24T23:54:45.495077+00:00,200,https://pianogrid.com/tools,"[""Piano Tools & Printables for Practice | PianoGrid""]","[""Piano Tools and Printables""]","[""Find piano notes, chords and scales, try a listening comparison, or choose a printable reference for your next practice session.""]","[""https://pianogrid.com/tools""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
PG-141,https://pianogrid.com/tools/hear-the-difference,2026-09-24T23:54:46.436927+00:00,200,https://pianogrid.com/tools/hear-the-difference,"[""Major vs Minor Piano Chords: Hear the Difference | PianoGrid""]","[""Hear the Difference Between Major and Minor Chords""]","[""Listen to minor and major piano chords, find the one note that changes, and see how raising the third by one semitone changes the chord.""]","[""https://pianogrid.com/tools/hear-the-difference""]","[{""agent"": ""robots"", ""content"": ""index, follow""}]",,
